id,vertices,center,label
2,"[[22.75125816454142, 86.25245156344178], [1.363043349407974, 86.25245156344178], [1.363043349407974, 86.25245156344178], [1.363043349407974, 88.89027001144179], [22.75125816454142, 88.89027001144179], [22.75125816454142, 86.25245156344178], [22.75125816454142, 88.89027001144179], [1.3600579411801021, 88.89027001144179], [1.3600579411801021, 88.8902700114418], [1.3600579411801021, 91.52809150744179], [22.75125816454142, 91.52809150744179], [22.75125816454142, 88.89027001144179], [22.75125816454142, 91.52809150744179], [1.3600579411801021, 91.52809150744179], [1.362030530296778, 91.52809150744179], [1.362030530296778, 94.16591300344177], [22.75125816454142, 94.16591300344179], [22.75125816454142, 91.52809150744179], [22.75125816454142, 94.16591300344179], [1.3650983212906809, 94.16094596375659], [1.3650983212906809, 94.16094596375657], [1.3650983212906809, 96.79878574775658], [22.75125816454142, 96.8037527874418], [22.75125816454142, 94.16591300344179], [22.75125816454142, 96.8037527874418], [1.3694297312800359, 96.8037527874418], [1.3694297312800359, 96.8037527874418], [1.3694297312800359, 99.44157428344178], [22.75125816454142, 99.44157428344178], [22.75125816454142, 96.8037527874418], [22.75125816454142, 99.44157428344178], [1.366896789602201, 99.44157428344181], [1.366896789602201, 99.44157428344178], [1.366896789602201, 102.0793957794418], [22.75125816454142, 102.07939577944178], [22.75125816454142, 99.44157428344178], [22.75125816454142, 102.07939577944178], [1.377320117946411, 102.0793957794418], [1.377320117946411, 102.07939577944178], [1.377320117946411, 104.71721727544178], [1.377320117946411, 104.71721727544178], [22.75125816454142, 104.71721727544178], [22.75125816454142, 104.71721727544178], [22.75125816454142, 102.07939577944178]]","[12.058969488448945, 95.48449451073597]",stairs_1
