id,vertices,center,label
2,"[[0.002269372541427117, 60.246342539441784], [1.0022694045414227, 60.246342539441784], [1.0022694045414227, 72.25367336344178], [0.002269372541427117, 72.25367336344178]]","[0.5022693885414249, 66.25000795144177]",openings_1
