id,center,availability,coefficient,total_dots,dot_ids,dot_coordinates,grids_ind_to_ind_distances,distance_avg,space_mean_speed,grid_density
179,"[102.0, 65.81793068761733]",f,Infinity,1,[276],"[[99.27373217279597, 65.11457729552517]]",[],0,1.0368378,0.024061598
0,"[0.0, 0.0]",f,Infinity,1,[364],"[[0.6499912854779445, 2.7021285082146616]]",[],0,1.0368378,0.024061598
46,"[18.0, 17.32050807568877]",f,Infinity,1,[466],"[[16.711014298908186, 20.66721541715513]]",[],0,1.0368378,0.024061598
126,"[0.0, 48.49742261192856]",f,Infinity,1,[559],"[[2.6392690088524073, 50.14627599868558]]",[],0,1.0368378,0.024061598
128,"[24.0, 48.49742261192856]",t,1,1,[29],"[[22.318087271058523, 50.983381282885176]]",[],0,1.0368378,0.024061598
171,"[6.0, 65.81793068761733]",t,1,2,"[177, 217]","[[4.353324821412671, 64.920181239862], [2.2262104338055115, 65.46896366012116]]",[0.66],0.33,1.0276757,0.048123196
213,"[78.0, 79.67433714816835]",f,Infinity,5,"[40, 178, 273, 539, 591]","[[76.18172684294152, 77.64957845675842], [79.54786922537544, 82.68245296208056], [76.75360299594884, 76.624189714715], [75.1936257857108, 78.28666868181381], [80.62695076632913, 81.37555406203302]]","[1.84, 0.35, 0.35, 1.76, 2.03, 1.88, 0.51, 0.69, 1.86, 1.9]",2.63,1.0001892,0.12030799
217,"[12.0, 83.13843876330611]",t,1,2,"[212, 472]","[[8.386968160486045, 82.99861174651507], [11.723149303908604, 86.32506090237452]]",[1.43],0.71,1.0276757,0.048123196
222,"[72.0, 83.13843876330611]",t,1,4,"[152, 268, 289, 614]","[[73.82271701936192, 79.85692745505956], [73.5390149810599, 81.35922882319456], [70.56959553680949, 79.9744853267857], [71.35193097468378, 80.65598976904911]]","[0.46, 0.99, 0.79, 0.99, 0.7, 0.31]",1.06,1.0093514,0.09624639
1,"[12.0, 0.0]",f,Infinity,0,[],[],[],0,1.046,0
2,"[24.0, 0.0]",t,1,2,"[210, 493]","[[22.195140492384574, 1.778771302709239], [25.999471709398264, 0.7393108235109757]]",[1.2],0.6,1.0276757,0.048123196
3,"[36.0, 0.0]",t,1,0,[],[],[],0,1.046,0
60,"[72.0, 20.784609690826528]",t,1,3,"[183, 358, 484]","[[69.79138898982227, 20.04388888361449], [71.61871491863319, 22.079380736617868], [74.37302941011058, 20.02955789599027]]","[0.83, 1.39, 1.04]",1.08,1.0185136,0.07218479
185,"[60.0, 69.28203230275508]",t,1,4,"[199, 206, 324, 414]","[[61.7469359413099, 71.64949650588343], [61.68961347531829, 66.52220284344992], [62.71836738115767, 71.47058689568297], [61.02768699285161, 71.91231158366972]]","[1.56, 0.3, 0.23, 1.54, 1.65, 0.53]",1.45,1.0093514,0.09624639
269,"[102.0, 100.45894683899488]",t,1,2,"[91, 170]","[[100.75870534485918, 100.98626572439264], [100.92767479820938, 98.86142729738992]]",[0.64],0.32,1.0276757,0.048123196
270,"[0.0, 103.92304845413263]",f,Infinity,1,[482],"[[1.2413981109959122, 101.41489508473627]]",[],0,1.0368378,0.024061598
271,"[12.0, 103.92304845413263]",t,1,1,[47],"[[13.669464353047902, 106.48796874736168]]",[],0,1.0368378,0.024061598
273,"[36.0, 103.92304845413263]",f,Infinity,1,[543],"[[38.27154207898485, 101.76140940833271]]",[],0,1.0368378,0.024061598
4,"[48.0, 0.0]",t,1,0,[],[],[],0,1.046,0
110,"[24.0, 41.569219381653056]",t,1,2,"[201, 529]","[[26.13189514489987, 44.54666865544991], [25.43033099091076, 41.83287914912778]]",[0.85],0.42,1.0276757,0.048123196
111,"[36.0, 41.569219381653056]",t,1,0,[],[],[],0,1.046,0
112,"[48.0, 41.569219381653056]",t,1,1,[589],"[[48.7947352453134, 41.19535407676784]]",[],0,1.0368378,0.024061598
132,"[72.0, 48.49742261192856]",t,1,3,"[431, 544, 562]","[[74.79854842796166, 49.14276904987146], [73.43669989671511, 51.49940060924094], [73.27349739130753, 48.31561234443313]]","[0.82, 0.52, 0.97]",0.77,1.0185136,0.07218479
134,"[96.0, 48.49742261192856]",t,1,1,[443],"[[97.53807358803682, 46.5163552739257]]",[],0,1.0368378,0.024061598
176,"[66.0, 65.81793068761733]",t,1,0,[],[],[],0,1.046,0
191,"[30.0, 72.74613391789283]",t,1,1,[189],"[[31.21923312054595, 73.07344488847322]]",[],0,1.0368378,0.024061598
178,"[90.0, 65.81793068761733]",f,Infinity,2,"[89, 209]","[[92.20840046641757, 66.5866849474647], [90.00654692915833, 64.454853763651]]",[0.93],0.46,1.0276757,0.048123196
180,"[0.0, 69.28203230275508]",t,1,1,[319],"[[1.7590752317781306, 72.21431130456315]]",[],0,1.0368378,0.024061598
184,"[48.0, 69.28203230275508]",f,Infinity,0,[],[],[],0,1.046,0
199,"[12.0, 76.2102355330306]",t,1,2,"[227, 480]","[[10.836716937232936, 72.83062006279084], [15.421841635227933, 76.99659937143993]]",[1.88],0.94,1.0276757,0.048123196
204,"[72.0, 76.2102355330306]",f,Infinity,4,"[112, 254, 545, 563]","[[69.55532593069319, 75.86644548539924], [73.45727194025785, 77.2852018560338], [70.56928623397687, 77.11311126490018], [70.47067942637526, 79.14127813399594]]","[1.26, 0.48, 1.03, 0.88, 1.07, 0.61]",1.33,1.0093514,0.09624639
227,"[30.0, 86.60254037844386]",t,1,2,"[228, 379]","[[29.50280550101904, 84.18241059808409], [33.586729340626675, 87.0603864305168]]",[1.52],0.76,1.0276757,0.048123196
228,"[42.0, 86.60254037844386]",f,Infinity,7,"[99, 257, 340, 347, 497, 509, 530]","[[44.31993836577752, 88.53229378687658], [41.178727327331465, 83.90613176835431], [40.79707710805347, 87.8781724029055], [39.751453176515874, 84.05122255557329], [40.229544996436715, 87.06381025839691], [39.32644390210317, 87.61800001165983], [40.46175126319914, 85.80108559632299]]","[1.7, 1.09, 1.95, 1.32, 1.54, 1.44, 1.21, 0.43, 1.0, 1.26, 0.61, 1.2, 0.3, 0.45, 0.64, 0.92, 1.09, 0.57, 0.32, 0.39, 0.65]",2.86,0.9818649,0.16843118
230,"[66.0, 86.60254037844386]",t,1,1,[234],"[[65.09695377240325, 83.72217132886246]]",[],0,1.0368378,0.024061598
231,"[78.0, 86.60254037844386]",t,1,5,"[123, 203, 250, 425, 469]","[[80.88784963139199, 86.53098883256696], [77.47747007099973, 84.77299986682699], [77.35450027112242, 84.26442464978763], [79.10646792686285, 88.36502470418256], [76.98935623267747, 87.84961435205219]]","[1.16, 1.27, 0.77, 1.25, 0.15, 1.2, 0.94, 1.35, 1.09, 0.66]",1.96,1.0001892,0.12030799
234,"[0.0, 90.06664199358161]",f,Infinity,1,[155],"[[0.3328553350402932, 92.41772009254437]]",[],0,1.0368378,0.024061598
265,"[54.0, 100.45894683899488]",t,1,2,"[150, 433]","[[55.63946880235176, 98.98242214489763], [52.78456809019435, 97.19032550965542]]",[1.02],0.51,1.0276757,0.048123196
285,"[78.0, 107.38715006927038]",t,1,1,[353],"[[74.68843336664536, 107.91279499462732]]",[],0,1.0368378,0.024061598
292,"[48.0, 110.85125168440814]",t,1,1,[412],"[[50.0932429720122, 109.54611876923582]]",[],0,1.0368378,0.024061598
294,"[72.0, 110.85125168440814]",t,1,3,"[104, 153, 435]","[[71.69234929205626, 109.58330311882007], [73.41782859501228, 110.47862333837341], [71.51392535380708, 111.57703234691304]]","[0.59, 0.61, 0.66]",0.62,1.0185136,0.07218479
295,"[84.0, 110.85125168440814]",t,1,1,[596],"[[83.64921463731591, 109.69208372066028]]",[],0,1.0368378,0.024061598
297,"[6.0, 114.31535329954589]",t,1,1,[516],"[[3.4705943436563236, 114.71732847862944]]",[],0,1.0368378,0.024061598
305,"[102.0, 114.31535329954589]",t,1,1,[142],"[[99.26646314717422, 115.67198719183158]]",[],0,1.0368378,0.024061598
272,"[24.0, 103.92304845413263]",f,Infinity,3,"[25, 219, 537]","[[20.503722979233647, 103.27195456234291], [21.493698077171736, 103.45116514237067], [26.037268407119416, 105.84450634420821]]","[0.3, 1.85, 1.56]",1.23,1.0185136,0.07218479
276,"[72.0, 103.92304845413263]",t,1,0,[],[],[],0,1.046,0
317,"[30.0, 121.2435565298214]",f,Infinity,4,"[67, 83, 223, 502]","[[29.406473693956453, 119.96888960028285], [30.957313323987872, 117.78966776180907], [29.155364824529453, 122.86604691214372], [28.5568462830142, 120.61428342006275]]","[0.81, 0.88, 0.32, 1.64, 1.12, 0.71]",1.37,1.0093514,0.09624639
324,"[0.0, 124.70765814495915]",f,Infinity,0,[],[],[],0,1.046,0
331,"[84.0, 124.70765814495915]",t,1,0,[],[],[],0,1.046,0
332,"[96.0, 124.70765814495915]",t,1,1,[246],"[[96.58816525336414, 121.83080895664706]]",[],0,1.0368378,0.024061598
333,"[6.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
334,"[18.0, 128.1717597600969]",t,1,0,[],[],[],0,1.046,0
151,"[84.0, 55.42562584220407]",t,1,4,"[445, 494, 525, 551]","[[83.51812517371455, 54.33164306403727], [82.5440278278053, 54.290335618545406], [84.74677580828228, 52.21840572822312], [86.60608447147877, 56.59964943194814]]","[0.29, 0.74, 1.16, 0.92, 1.42, 1.45]",1.49,1.0093514,0.09624639
11,"[30.0, 3.4641016151377544]",t,1,1,[344],"[[32.38461439839956, 1.3760588588215665]]",[],0,1.0368378,0.024061598
193,"[54.0, 72.74613391789283]",t,1,1,[7],"[[53.43593035041929, 76.05987415792985]]",[],0,1.0368378,0.024061598
196,"[90.0, 72.74613391789283]",t,1,0,[],[],[],0,1.046,0
198,"[0.0, 76.2102355330306]",f,Infinity,1,[255],"[[0.2330593771742385, 74.4198027923538]]",[],0,1.0368378,0.024061598
206,"[96.0, 76.2102355330306]",f,Infinity,3,"[409, 477, 552]","[[96.4450975557785, 77.76327671939889], [97.19454206290544, 76.62084346630179], [97.12165353199374, 77.72595070017351]]","[0.41, 0.2, 0.33]",0.31,1.0185136,0.07218479
216,"[0.0, 83.13843876330611]",f,Infinity,2,"[337, 416]","[[1.6588347191222268, 82.41078469893338], [3.47219541860443, 82.56659221262278]]",[0.55],0.27,1.0276757,0.048123196
186,"[72.0, 69.28203230275508]",t,1,3,"[116, 117, 495]","[[71.71223214724702, 68.63509095046214], [73.71761604920151, 72.07133213785579], [69.94514111011992, 68.55706020523502]]","[1.21, 0.53, 1.57]",1.1,1.0185136,0.07218479
50,"[66.0, 17.32050807568877]",f,Infinity,3,"[381, 448, 547]","[[64.75792084440864, 17.774845091260563], [62.947872170332815, 16.598081467325706], [67.53145442263117, 14.047299803042653]]","[0.65, 1.41, 1.59]",1.21,1.0185136,0.07218479
52,"[90.0, 17.32050807568877]",f,Infinity,1,[550],"[[90.61752206783018, 15.100247626734449]]",[],0,1.0368378,0.024061598
103,"[54.0, 38.1051177665153]",t,1,1,[77],"[[53.84078468515658, 36.45406220627245]]",[],0,1.0368378,0.024061598
133,"[84.0, 48.49742261192856]",t,1,2,"[281, 528]","[[86.74055233962203, 47.85070084367196], [84.5985626445832, 48.57435340720289]]",[0.68],0.34,1.0276757,0.048123196
135,"[6.0, 51.96152422706632]",t,1,3,"[102, 386, 618]","[[2.7270000022387246, 53.15593661002231], [3.7466731270976146, 50.841519670853465], [4.9820044173779685, 51.8652550340799]]","[0.77, 0.79, 0.48]",0.68,1.0185136,0.07218479
181,"[12.0, 69.28203230275508]",t,1,2,"[441, 446]","[[15.10949395033249, 70.81226173641524], [15.622496513537104, 68.81626003460534]]",[0.62],0.31,1.0276757,0.048123196
275,"[60.0, 103.92304845413263]",t,1,1,[455],"[[59.664316751935225, 103.76362615505344]]",[],0,1.0368378,0.024061598
277,"[84.0, 103.92304845413263]",t,1,3,"[35, 136, 517]","[[80.79731648271829, 104.66381795712725], [85.23778440235937, 105.93864072428171], [80.49370641207297, 104.07514565255664]]","[1.4, 0.2, 1.55]",1.05,1.0185136,0.07218479
280,"[18.0, 107.38715006927038]",t,1,3,"[314, 452, 500]","[[15.331408689136145, 106.75005109787519], [15.397463895762385, 109.38912501270435], [21.77260830282808, 107.40530605886917]]","[0.8, 1.97, 2.03]",1.6,1.0185136,0.07218479
252,"[0.0, 96.99484522385713]",f,Infinity,0,[],[],[],0,1.046,0
283,"[54.0, 107.38715006927038]",t,1,6,"[157, 245, 253, 346, 394, 619]","[[52.944486336896595, 106.9750030836951], [56.9407246628535, 107.72883804226623], [56.78810491953931, 107.21601938097625], [57.04080248844113, 108.62689438767009], [56.231658629545976, 105.26096391368627], [56.19278930934988, 110.48062428744167]]","[1.23, 1.17, 1.34, 1.12, 1.45, 0.16, 0.27, 0.78, 0.86, 0.43, 0.61, 1.01, 1.05, 0.62, 1.59]",2.28,0.9910271,0.14436959
298,"[18.0, 114.31535329954589]",t,1,2,"[64, 81]","[[16.720010745085382, 117.5010451980006], [20.596162275468576, 112.02900522129049]]",[2.04],1.02,1.0276757,0.048123196
303,"[78.0, 114.31535329954589]",t,1,2,"[369, 464]","[[80.95420108200625, 112.86143039882604], [78.18410886846868, 112.41080128135603]]",[0.85],0.42,1.0276757,0.048123196
304,"[90.0, 114.31535329954589]",t,1,0,[],[],[],0,1.046,0
14,"[66.0, 3.4641016151377544]",t,1,2,"[2, 119]","[[65.05799067546076, 2.801541688876768], [64.87824009076864, 0.7864882803814589]]",[0.61],0.3,1.0276757,0.048123196
18,"[0.0, 6.928203230275509]",f,Infinity,1,[285],"[[1.993546975588962, 7.219704993123498]]",[],0,1.0368378,0.024061598
51,"[78.0, 17.32050807568877]",f,Infinity,2,"[190, 197]","[[80.78272440559178, 19.227546421449258], [78.50938163504404, 20.399031381165706]]",[0.77],0.38,1.0276757,0.048123196
13,"[54.0, 3.4641016151377544]",t,1,2,"[4, 385]","[[53.45521576444328, 3.006467278571999], [53.98601159597393, 6.913039405226091]]",[1.2],0.6,1.0276757,0.048123196
105,"[78.0, 38.1051177665153]",t,1,1,[488],"[[78.4702226519818, 34.765675041451]]",[],0,1.0368378,0.024061598
149,"[60.0, 55.42562584220407]",t,1,1,[465],"[[60.16474067719719, 52.23196387285616]]",[],0,1.0368378,0.024061598
238,"[48.0, 90.06664199358161]",t,1,2,"[60, 382]","[[50.41008081692384, 89.73140885400744], [48.170891743348584, 88.65370594908157]]",[0.75],0.37,1.0276757,0.048123196
241,"[84.0, 90.06664199358161]",t,1,1,[613],"[[81.41357034762179, 89.50690214638436]]",[],0,1.0368378,0.024061598
253,"[12.0, 96.99484522385713]",t,1,3,"[221, 264, 299]","[[11.008770044667532, 95.82599915295178], [10.309117613212187, 98.24315345086882], [13.894590014614913, 94.2685154996171]]","[0.76, 0.99, 1.63]",1.12,1.0185136,0.07218479
263,"[30.0, 100.45894683899488]",t,1,3,"[6, 214, 298]","[[29.18179533401925, 101.66197608219878], [29.264769698666175, 97.51232709571295], [30.09959307926671, 101.2042874595336]]","[1.26, 0.31, 1.15]",0.9,1.0185136,0.07218479
268,"[90.0, 100.45894683899488]",t,1,3,"[33, 186, 339]","[[90.76886398893782, 99.78492142759511], [89.8591092802553, 99.34959025324022], [88.27414961780885, 98.21973017302453]]","[0.3, 0.89, 0.59]",0.59,1.0185136,0.07218479
85,"[54.0, 31.17691453623979]",t,1,5,"[34, 295, 326, 426, 555]","[[51.66768072870638, 32.439893464058244], [56.19620505449613, 30.716268698041517], [54.932468207670055, 29.576572896595106], [57.23722684016369, 30.46281327883326], [53.465507855895616, 32.51209347777879]]","[1.47, 1.32, 1.8, 0.54, 0.51, 0.32, 0.99, 0.75, 1.0, 1.3]",2,1.0001892,0.12030799
93,"[36.0, 34.64101615137754]",t,1,0,[],[],[],0,1.046,0
161,"[102.0, 58.88972745734183]",f,Infinity,0,[],[],[],0,1.046,0
316,"[18.0, 121.2435565298214]",f,Infinity,3,"[98, 125, 318]","[[15.008728719961058, 120.17919091875534], [15.17027055699525, 119.2189214169893], [20.82445830811027, 123.18463440448237]]","[0.29, 1.99, 2.1]",1.46,1.0185136,0.07218479
262,"[18.0, 100.45894683899488]",t,1,3,"[93, 292, 428]","[[17.462178171190445, 97.00346226939857], [18.44500310592357, 103.49500893686887], [17.426699008415103, 98.79833243253985]]","[2.0, 0.54, 1.46]",1.33,1.0185136,0.07218479
237,"[36.0, 90.06664199358161]",f,Infinity,1,[41],"[[39.02298742972176, 89.51880808780497]]",[],0,1.0368378,0.024061598
242,"[96.0, 90.06664199358161]",t,1,3,"[275, 359, 449]","[[96.71749699366401, 89.65030451241694], [97.57660138366886, 92.12903909367193], [94.07001048300408, 88.67097720534142]]","[0.79, 0.86, 1.5]",1.05,1.0185136,0.07218479
330,"[72.0, 124.70765814495915]",t,1,1,[18],"[[73.25408716278716, 122.0237003757087]]",[],0,1.0368378,0.024061598
144,"[0.0, 55.42562584220407]",f,Infinity,2,"[96, 158]","[[1.2645755028860706, 57.88283133010208], [2.66016974111062, 53.9807059381849]]",[1.26],0.63,1.0276757,0.048123196
61,"[84.0, 20.784609690826528]",t,1,1,[15],"[[84.72015233763528, 19.361955718139804]]",[],0,1.0368378,0.024061598
102,"[42.0, 38.1051177665153]",t,1,3,"[160, 444, 524]","[[42.2236062669476, 38.11476448772615], [41.40422829478463, 36.806790730356155], [40.90125408165468, 36.07574424613815]]","[0.47, 0.74, 0.27]",0.49,1.0185136,0.07218479
141,"[78.0, 51.96152422706632]",t,1,1,[262],"[[79.89988932619202, 52.67777911026834]]",[],0,1.0368378,0.024061598
162,"[0.0, 62.35382907247958]",t,1,2,"[225, 439]","[[2.7877954011581987, 61.55780008504856], [0.1809591287983152, 60.46126965167017]]",[0.86],0.43,1.0276757,0.048123196
200,"[24.0, 76.2102355330306]",f,Infinity,5,"[149, 263, 269, 291, 611]","[[24.65061819199628, 77.89286255596683], [22.61299147806803, 79.10193264840427], [21.359737934323533, 75.58886148258311], [26.770348501661886, 74.98589680419923], [26.1865816970061, 76.39192100891023]]","[0.72, 1.22, 1.09, 0.65, 1.13, 1.78, 1.36, 1.65, 1.49, 0.46]",2.31,1.0001892,0.12030799
318,"[42.0, 121.2435565298214]",f,Infinity,0,[],[],[],0,1.046,0
319,"[54.0, 121.2435565298214]",t,1,0,[],[],[],0,1.046,0
321,"[78.0, 121.2435565298214]",t,1,2,"[11, 372]","[[80.00197488241832, 119.93563027431223], [79.91563366465608, 118.83559579095574]]",[0.33],0.16,1.0276757,0.048123196
15,"[78.0, 3.4641016151377544]",t,1,1,[342],"[[79.01643149114439, 1.1813142454146563]]",[],0,1.0368378,0.024061598
29,"[30.0, 10.392304845413264]",t,1,2,"[84, 391]","[[29.027286849847513, 10.035975475360823], [30.521733528456608, 8.06657494343523]]",[0.75],0.37,1.0276757,0.048123196
281,"[30.0, 107.38715006927038]",t,1,2,"[59, 523]","[[30.501700320848826, 107.74138174197991], [29.505030396482862, 106.64049411995998]]",[0.45],0.22,1.0276757,0.048123196
87,"[78.0, 31.17691453623979]",t,1,1,[312],"[[78.71713994592459, 33.92988750448188]]",[],0,1.0368378,0.024061598
101,"[30.0, 38.1051177665153]",t,1,2,"[418, 427]","[[27.27267409788379, 36.77838300904588], [31.318708220627073, 39.58547104478153]]",[1.5],0.75,1.0276757,0.048123196
152,"[96.0, 55.42562584220407]",t,1,3,"[371, 411, 541]","[[99.37775827859807, 54.40967368796248], [94.39727734355358, 54.81719609576553], [97.26162527666303, 51.99797730381845]]","[1.52, 0.97, 1.22]",1.23,1.0185136,0.07218479
192,"[42.0, 72.74613391789283]",f,Infinity,3,"[69, 92, 331]","[[41.48374475499702, 73.2963688794288], [40.23678106031919, 72.57720659087332], [44.43980814585411, 71.11959363742564]]","[0.43, 1.11, 1.35]",0.96,1.0185136,0.07218479
322,"[90.0, 121.2435565298214]",t,1,4,"[242, 330, 473, 549]","[[89.29966217798457, 121.20245173771087], [88.93929768085775, 119.17764870501702], [89.71750594785024, 123.0508934515143], [90.79395423027981, 122.5533041798999]]","[0.62, 0.57, 0.61, 1.2, 1.17, 0.36]",1.13,1.0093514,0.09624639
32,"[66.0, 10.392304845413264]",t,1,4,"[75, 243, 287, 608]","[[64.40717545283755, 13.629310381943148], [63.65546238649997, 9.072618427008102], [64.79613568466952, 9.97403001305005], [65.64174148701134, 9.003669585738807]]","[1.4, 1.12, 1.45, 0.44, 0.6, 0.39]",1.35,1.0093514,0.09624639
63,"[6.0, 24.24871130596428]",t,1,3,"[16, 278, 417]","[[9.172359334068375, 24.66575817564812], [4.382741383309699, 27.339753310218835], [9.779969557115326, 24.01923127135785]]","[1.67, 0.27, 1.93]",1.29,1.0185136,0.07218479
28,"[18.0, 10.392304845413264]",f,Infinity,1,[270],"[[18.853866668765704, 8.87849039178671]]",[],0,1.0368378,0.024061598
30,"[42.0, 10.392304845413264]",t,1,0,[],[],[],0,1.046,0
31,"[54.0, 10.392304845413264]",t,1,2,"[12, 335]","[[54.88816851296692, 11.314019609930394], [56.387248886824786, 12.22331877852398]]",[0.53],0.26,1.0276757,0.048123196
64,"[18.0, 24.24871130596428]",t,1,5,"[49, 282, 345, 489, 582]","[[17.263064546264992, 21.294206566037868], [20.135061786569306, 24.973090020872423], [20.03895708302194, 21.231097192713424], [17.754000657570213, 23.487423339794503], [18.372355910090896, 24.61345970027999]]","[1.42, 0.84, 0.68, 1.06, 1.14, 0.85, 0.54, 0.97, 1.14, 0.39]",1.8,1.0001892,0.12030799
